id,train_acc,val_acc,test_acc,best_epoch,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,n_filters,kernel_size,reduce_dim,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
16,0.9954,0.9789,0.9776,40,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 0.5]","[0.5, 1.0]",32,5,True,0.001,0.001,none,0,True,"tensor([ 1.6011, 11.2581])","tensor([ 1.5919, 11.2143])","tensor([ 1.6047, 11.2738])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_16,100364571,50
29,0.9938,0.9785,0.9763,27,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 0.5]","[2.0, 4.0]",32,5,True,0.001,0.003,none,0,True,"tensor([ 1.8441, 10.7551])","tensor([ 1.8336, 10.8378])","tensor([ 1.8520, 10.9122])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_29,100364571,50
56,0.98128,0.9663,0.9636,49,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[1.0, 2.0]",32,5,True,0.001,0.001,none,0,True,"tensor([ 0.2725, 12.1463])","tensor([ 0.2711, 12.1829])","tensor([ 0.2774, 12.3125])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_56,100364571,50
30,0.99752,0.9791,0.9753,37,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 0.5]","[2.0, 4.0]",32,5,True,0.003,0.001,none,0,True,"tensor([ 0.7754, 11.5442])","tensor([ 0.7792, 11.6031])","tensor([ 0.7728, 11.6885])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_30,100364571,50
58,0.9854,0.9713,0.9703,38,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[1.0, 2.0]",32,5,True,0.003,0.001,none,0,True,"tensor([ 0.3689, 12.0575])","tensor([ 0.3680, 12.0270])","tensor([ 0.3775, 12.1340])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_58,100364571,50
52,0.98076,0.9679,0.9668,41,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[1.5, 1.5]",32,5,True,0.001,0.001,none,0,True,"tensor([ 0.2957, 12.1307])","tensor([ 0.2938, 12.3057])","tensor([ 0.3020, 12.4716])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_52,100364571,50
61,0.98398,0.9691,0.967,34,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[2.0, 4.0]",32,5,True,0.001,0.003,none,0,True,"tensor([ 0.3191, 11.4340])","tensor([ 0.3163, 11.5894])","tensor([ 0.3251, 11.6493])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_61,100364571,50
32,0.99558,0.9777,0.9766,40,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 1.0]","[0.5, 1.0]",32,5,True,0.001,0.001,none,0,True,"tensor([ 1.3997, 11.4709])","tensor([ 1.3917, 11.3715])","tensor([ 1.4013, 11.4768])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_32,100364571,50
7,0.98458,0.9756,0.9738,36,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[1.5, 1.5]",32,5,True,0.003,0.003,none,0,True,"tensor([ 6.9308, 10.0246])","tensor([ 6.9074, 10.2681])","tensor([ 6.9548, 10.3686])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_7,100364571,50
38,0.99558,0.9765,0.9707,35,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 1.0]","[1.5, 1.5]",32,5,True,0.003,0.001,none,0,True,"tensor([ 0.4612, 11.4280])","tensor([ 0.4639, 11.4738])","tensor([ 0.4582, 11.5549])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_38,100364571,50
