id,train_acc,val_acc,test_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
41,0.9929,0.9727,0.9705,45,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.6]","[0.3, 0.3]",0.001,0.001,none,0,True,"tensor([28.2974,  9.9768])","tensor([28.0827, 10.0031])","tensor([28.4859, 10.1327])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_41,100364571,50
13,0.9946,0.9719,0.9703,49,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.3]",0.003,0.001,none,0,True,"tensor([ 6.9565, 11.0298])","tensor([ 6.9190, 11.0156])","tensor([ 6.9262, 11.2326])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_13,100364571,50
54,0.98208,0.9667,0.966,49,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.6]",0.003,0.003,none,0,False,"tensor([22.4538, 14.6792])","tensor([22.5672, 14.6772])","tensor([22.9786, 14.9250])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_54,100364571,50
15,0.99368,0.9725,0.9687,40,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.3]",0.003,0.003,none,0,True,"tensor([ 6.3122, 10.7090])","tensor([ 6.2527, 10.7264])","tensor([ 6.2152, 10.7997])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_15,100364571,50
88,0.99722,0.9768,0.9739,47,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.6]",0.001,0.001,none,0,False,"tensor([23.5624, 13.2735])","tensor([23.5087, 13.0092])","tensor([23.6572, 13.1861])","tensor([0.0800, 0.0961])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_88,100364571,50
73,0.99194,0.9768,0.9745,42,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.3]",0.001,0.001,none,0,True,"tensor([23.7200, 19.4786])","tensor([23.6235, 19.3115])","tensor([23.8309, 19.4973])","tensor([0.1604, 0.2017])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_73,100364571,50
7,0.98492,0.9722,0.9673,44,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.3]","[0.3, 0.3]",0.003,0.003,none,0,True,"tensor([18.3575, 13.6870])","tensor([18.1576, 13.5711])","tensor([18.7750, 14.0823])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_7,100364571,50
49,0.9578,0.958,0.9489,42,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.6]",0.001,0.001,none,0,True,"tensor([14.0379, 13.1196])","tensor([13.8303, 12.8496])","tensor([14.2716, 13.5226])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_49,100364571,50
53,0.97576,0.9661,0.9604,49,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.6]",0.003,0.001,none,0,True,"tensor([17.5589, 12.5023])","tensor([17.4568, 12.4688])","tensor([17.8411, 12.9833])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_53,100364571,50
27,0.99526,0.9753,0.9731,47,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.6]",0.001,0.003,none,0,True,"tensor([ 8.7675, 11.7160])","tensor([ 8.7798, 11.6212])","tensor([ 8.7726, 11.7841])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_27,100364571,50
