id,snn_params,seed,epochs,train_acc,val_acc,test_acc,best_epoch,train_activations_fb,train_activations,val_activations,test_activations,fb_angle,fb_ratio,session_name
64,"{'out_layer': (0.5, 512000.0, 512000.0, 1.0, 31, 5), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -6)]}",100364571,50,0.94188,0.9409,0.9388,37,"tensor([0.0034, 0.0034])","tensor([0.2916, 0.0000, 0.0162])","tensor([0.0078, 0.0000, 0.0005])","tensor([0.0079, 0.0000, 0.0005])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_64
65,"{'out_layer': (0.5, 512000.0, 512000.0, 1.0, 31, 6), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -6)]}",100364571,50,0.9494,0.9475,0.9429,49,"tensor([0.0030, 0.0030])","tensor([0.3043, 0.0000, 0.0157])","tensor([0.0080, 0.0000, 0.0005])","tensor([0.0082, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_65
66,"{'out_layer': (0.5, 512000.0, 512000.0, 1.0, 31, 4), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -7)]}",100364571,50,0.92476,0.9251,0.9162,44,"tensor([0.0045, 0.0045])","tensor([0.3124, 0.0000, 0.0152])","tensor([0.0084, 0.0000, 0.0005])","tensor([0.0086, 0.0000, 0.0005])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_66
67,"{'out_layer': (0.5, 512000.0, 512000.0, 1.0, 31, 5), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -7)]}",100364571,50,0.92284,0.9272,0.9211,37,"tensor([0.0046, 0.0046])","tensor([0.3317, 0.0000, 0.0150])","tensor([0.0090, 0.0000, 0.0005])","tensor([0.0092, 0.0000, 0.0005])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_67
68,"{'out_layer': (0.5, 512000.0, 512000.0, 1.0, 31, 6), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -7)]}",100364571,50,0.93092,0.9328,0.9322,49,"tensor([0.0040, 0.0041])","tensor([0.3187, 0.0000, 0.0148])","tensor([0.0086, 0.0000, 0.0005])","tensor([0.0089, 0.0000, 0.0005])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_68
69,"{'out_layer': (0.5, 512000.0, 512000.0, 1.0, 31, 4), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -8)]}",100364571,50,0.8932,0.9018,0.8966,45,"tensor([0.0065, 0.0063])","tensor([0.3508, 0.0000, 0.0146])","tensor([0.0096, 0.0000, 0.0005])","tensor([0.0098, 0.0000, 0.0005])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_69
70,"{'out_layer': (0.5, 512000.0, 512000.0, 1.0, 31, 5), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -8)]}",100364571,50,0.9025,0.9139,0.9092,44,"tensor([0.0059, 0.0058])","tensor([0.3462, 0.0000, 0.0143])","tensor([0.0095, 0.0000, 0.0005])","tensor([0.0097, 0.0000, 0.0005])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_70
71,"{'out_layer': (0.5, 512000.0, 512000.0, 1.0, 31, 6), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -8)]}",100364571,50,0.91096,0.9229,0.9153,49,"tensor([0.0054, 0.0054])","tensor([0.3550, 0.0000, 0.0136])","tensor([0.0098, 0.0000, 0.0005])","tensor([0.0100, 0.0000, 0.0005])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_71
72,"{'out_layer': (0.5, 1024000.0, 1024000.0, 1.0, 31, 4), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -6)]}",100364571,50,0.92794,0.93,0.9245,37,"tensor([0.0044, 0.0043])","tensor([0.3906, 0.0000, 0.0125])","tensor([0.0101, 0.0000, 0.0004])","tensor([0.0102, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_72
73,"{'out_layer': (0.5, 1024000.0, 1024000.0, 1.0, 31, 5), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -6)]}",100364571,50,0.9369,0.9336,0.9216,45,"tensor([0.0036, 0.0036])","tensor([0.4019, 0.0000, 0.0127])","tensor([0.0104, 0.0000, 0.0004])","tensor([0.0105, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_73
74,"{'out_layer': (0.5, 1024000.0, 1024000.0, 1.0, 31, 6), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -6)]}",100364571,50,0.94698,0.9425,0.9364,48,"tensor([0.0031, 0.0031])","tensor([0.3867, 0.0000, 0.0127])","tensor([0.0101, 0.0000, 0.0004])","tensor([0.0102, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_74
75,"{'out_layer': (0.5, 1024000.0, 1024000.0, 1.0, 31, 4), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -7)]}",100364571,50,0.91282,0.9222,0.9107,38,"tensor([0.0053, 0.0052])","tensor([0.4159, 0.0000, 0.0123])","tensor([0.0109, 0.0000, 0.0004])","tensor([0.0111, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_75
76,"{'out_layer': (0.5, 1024000.0, 1024000.0, 1.0, 31, 5), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -7)]}",100364571,50,0.92386,0.9272,0.9204,45,"tensor([0.0046, 0.0045])","tensor([0.4017, 0.0000, 0.0118])","tensor([0.0106, 0.0000, 0.0004])","tensor([0.0107, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_76
77,"{'out_layer': (0.5, 1024000.0, 1024000.0, 1.0, 31, 6), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -7)]}",100364571,50,0.92942,0.9293,0.9221,45,"tensor([0.0043, 0.0043])","tensor([0.3810, 0.0000, 0.0117])","tensor([0.0101, 0.0000, 0.0004])","tensor([0.0103, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_77
78,"{'out_layer': (0.5, 1024000.0, 1024000.0, 1.0, 31, 4), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -8)]}",100364571,50,0.89872,0.909,0.8994,38,"tensor([0.0063, 0.0061])","tensor([0.3986, 0.0000, 0.0117])","tensor([0.0106, 0.0000, 0.0004])","tensor([0.0108, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_78
79,"{'out_layer': (0.5, 1024000.0, 1024000.0, 1.0, 31, 5), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -8)]}",100364571,50,0.90588,0.915,0.912,40,"tensor([0.0057, 0.0057])","tensor([0.3915, 0.0000, 0.0116])","tensor([0.0105, 0.0000, 0.0004])","tensor([0.0107, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_79
80,"{'out_layer': (0.5, 1024000.0, 1024000.0, 1.0, 31, 6), 'hidden_layer': [(0.5, 1024000.0, 1024000.0, 1.0, -8)]}",100364571,50,0.91326,0.9221,0.9213,47,"tensor([0.0052, 0.0052])","tensor([0.3955, 0.0000, 0.0113])","tensor([0.0107, 0.0000, 0.0004])","tensor([0.0108, 0.0000, 0.0004])",0,0,grid_search_16bits/mnist_biograd_int_transposed_loss_final_100364571_exp_16bits_80
