id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
3,0.6797449730259931,0.6183745583038869,40,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.5160,  6.5204])","tensor([44.1378,  6.5428])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_100364571_exp_id_3,100364571,50
64,0.6770475723393821,0.6117491166077739,43,[256],"('normal', None)",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.2804,  6.6071])","tensor([45.5020,  6.3142])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_980342676_exp_id_64,980342676,50
18,0.670058852378617,0.609982332155477,48,[256],"('normal', None)",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([46.2144,  6.6188])","tensor([47.1181,  6.6548])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_210342476_exp_id_18,210342476,50
19,0.6718979892103972,0.625,44,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([46.5293,  6.6366])","tensor([47.1789,  6.9473])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_210342476_exp_id_19,210342476,50
15,0.66417361451692,0.6143992932862191,48,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.0660,  6.3932])","tensor([45.2415,  6.8237])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_702546693_exp_id_15,702546693,50
51,0.6742275625306523,0.6090989399293286,38,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([45.5772,  6.4772])","tensor([46.4617,  6.2955])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_613427981_exp_id_51,613427981,50
58,0.6582883766552231,0.6219081272084805,32,[256],"('normal', None)",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.5457,  6.5483])","tensor([44.3493,  6.9173])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_301420567_exp_id_58,301420567,50
0,0.6905345757724375,0.6205830388692579,45,[256],"('normal', None)",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.7703,  6.5804])","tensor([45.0963,  6.5137])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_100364571_exp_id_0,100364571,50
57,0.6699362432564983,0.6232332155477032,33,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.8806,  6.4898])","tensor([42.6568,  6.8849])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_301420567_exp_id_57,301420567,50
6,0.6628249141736146,0.6373674911660777,45,[256],"('normal', None)",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.0852,  6.3870])","tensor([43.3033,  6.6600])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_100364571_exp_id_6,100364571,50
21,0.6593918587542913,0.6289752650176679,44,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([46.2304,  6.3765])","tensor([46.9193,  6.7506])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_210342476_exp_id_21,210342476,50
2,0.6684649337910741,0.6245583038869258,41,[256],"('normal', None)",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.9807,  6.5968])","tensor([43.8872,  6.9247])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_100364571_exp_id_2,100364571,50
23,0.6566944580676802,0.6188162544169611,44,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([45.9514,  6.4297])","tensor([46.8332,  6.8218])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_210342476_exp_id_23,210342476,50
17,0.6673614516920059,0.5936395759717314,48,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([46.4196,  6.6164])","tensor([47.2803,  6.8403])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_210342476_exp_id_17,210342476,50
75,0.6694458067680236,0.601148409893993,46,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.0228,  6.5479])","tensor([44.6935,  6.7170])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_416302576_exp_id_75,416302576,50
37,0.6636831780284453,0.6404593639575972,48,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.7449,  6.4722])","tensor([45.5231,  6.6931])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_642731685_exp_id_37,642731685,50
35,0.6634379597842079,0.6316254416961131,32,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.6749,  6.5022])","tensor([43.5734,  6.9123])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_642731685_exp_id_35,642731685,50
66,0.6839136831780285,0.6236749116607774,42,[256],"('normal', None)",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.8150,  6.5614])","tensor([45.4062,  7.0123])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_980342676_exp_id_66,980342676,50
42,0.6609857773418343,0.6333922261484098,35,[256],"('normal', None)",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([46.3833,  6.4438])","tensor([46.8409,  6.9554])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_431267089_exp_id_42,431267089,50
45,0.6455370279548799,0.5945229681978799,43,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([45.4241,  6.2791])","tensor([46.2021,  6.5350])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_431267089_exp_id_45,431267089,50
1,0.6861206473761647,0.6183745583038869,49,[256],"('random', (-1, 2))",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.7645,  6.5308])","tensor([45.3589,  6.5404])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_100364571_exp_id_1,100364571,50
24,0.6564492398234428,0.6232332155477032,44,[256],"('normal', None)",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.8310,  6.4258])","tensor([45.6404,  6.6717])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_712492346_exp_id_24,712492346,50
14,0.6692005885237862,0.5962897526501767,41,[256],"('normal', None)",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.3862,  6.4261])","tensor([43.5000,  6.4768])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_702546693_exp_id_14,702546693,50
40,0.6576753310446297,0.6205830388692579,26,[256],"('normal', None)",128,16,16,12,24,1.0,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0.125,none,128,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.9660,  6.5126])","tensor([41.3363,  6.5974])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_431267089_exp_id_40,431267089,50
70,0.6590240313879353,0.6303003533568905,46,[256],"('normal', None)",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.125,none,128,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([45.8180,  6.4055])","tensor([46.5912,  6.8164])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_12_transposed_loss_direct_980342676_exp_id_70,980342676,50
