id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,weight_decay,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
15,0.6147621383030898,0.6289752650176679,39,[256],"('normal', None)",128,16,16,12,24,1.0,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.1505,  6.1179])","tensor([41.1255,  6.4066])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_712492346_exp_id_15,712492346,50
2,0.629107405590976,0.6267667844522968,47,[256],"('random', [-1, 2])",128,16,16,12,24,1.0,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.7044,  6.2261])","tensor([42.9911,  6.8073])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_2,100364571,50
27,0.5713585090730751,0.6024734982332155,19,[256],"('normal', None)",128,16,16,12,24,1.0,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.8753,  5.8929])","tensor([40.4370,  6.7167])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_613427981_exp_id_27,613427981,50
0,0.7208190289357528,0.7486749116607774,47,[256],"('random', [-1, 2])",128,16,16,12,24,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.6458,  5.8597])","tensor([40.6560,  6.2059])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_0,100364571,50
37,0.711010299166258,0.7159893992932862,47,[256],"('normal', None)",128,16,16,12,24,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.6879,  5.7457])","tensor([43.2599,  5.9620])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_416302576_exp_id_37,416302576,50
34,0.620524767042668,0.6113074204946997,49,[256],"('random', [-1, 2])",128,16,16,12,24,1.0,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.9840,  6.1554])","tensor([39.2920,  6.1279])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_980342676_exp_id_34,980342676,50
33,0.7083128984796468,0.6793286219081273,49,[256],"('normal', None)",128,16,16,12,24,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.4536,  5.8649])","tensor([40.5778,  6.2799])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_980342676_exp_id_33,980342676,50
3,0.5967385973516429,0.6316254416961131,36,[256],"('normal', None)",128,16,16,12,24,1.0,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.5762,  6.0837])","tensor([42.9210,  6.8734])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_3,100364571,50
31,0.5955125061304561,0.6082155477031802,42,[256],"('normal', None)",128,16,16,12,24,1.0,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.8075,  6.1147])","tensor([39.8075,  6.3460])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_301420567_exp_id_31,301420567,50
7,0.6390387444825895,0.6219081272084805,47,[256],"('normal', None)",128,16,16,12,24,1.0,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.9079,  6.0907])","tensor([41.4105,  6.4356])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_702546693_exp_id_7,702546693,50
