id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
2,0.47829818538499264,0.43551236749116606,34,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,4,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.6989,  6.0341])","tensor([44.3110,  6.5457])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_100364571_exp_id_2,100364571,50
20,0.4649337910740559,0.4465547703180212,28,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,1,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.0019,  6.0739])","tensor([44.4241,  6.5457])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_431267089_exp_id_20,431267089,50
27,0.46542422756253066,0.4416961130742049,35,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,4,none,512,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.7634,  6.2058])","tensor([46.7234,  7.0945])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_613427981_exp_id_27,613427981,50
28,0.4974252084355076,0.463339222614841,48,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,1,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.6488,  6.1059])","tensor([45.3447,  6.6894])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_301420567_exp_id_28,301420567,50
35,0.48859735164296225,0.43065371024734983,47,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,4,none,512,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.0469,  6.0525])","tensor([45.5663,  6.2725])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_980342676_exp_id_35,980342676,50
8,0.4786660127513487,0.42667844522968196,38,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,1,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.7223,  6.1512])","tensor([45.5484,  6.7181])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_210342476_exp_id_8,210342476,50
10,0.4943599803825405,0.4196113074204947,46,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,4,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.2644,  6.1558])","tensor([44.9521,  6.3023])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_210342476_exp_id_10,210342476,50
6,0.489087788131437,0.4496466431095406,42,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,4,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.7837,  6.1772])","tensor([43.4628,  6.5430])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_702546693_exp_id_6,702546693,50
18,0.4334232466895537,0.42712014134275617,17,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,4,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.8810,  6.1140])","tensor([42.4656,  6.8962])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_642731685_exp_id_18,642731685,50
12,0.5022069641981364,0.43507067137809186,48,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,1,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.6202,  6.1458])","tensor([44.1230,  6.6232])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_712492346_exp_id_12,712492346,50
38,0.48430603236880826,0.43462897526501765,40,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,4,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.0650,  6.2102])","tensor([45.6759,  6.5787])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_416302576_exp_id_38,416302576,50
0,0.4931338891613536,0.4386042402826855,43,[256],"('random', (-1, 2))",128,16,16,8,16,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",6.103515625e-05,1,none,512,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.0587,  6.0571])","tensor([43.7439,  6.5779])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_8_transposed_loss_direct_100364571_exp_id_0,100364571,50
