id,train_acc,val_acc,best_epoch,Neurons,vdecay,vedecay_rec,hidden_layer_0,hidden_layer_1,out_layer,lr_hidden,lr_hidden_rec,lr_output,data_params,train_activations,val_activations,train_activations_fb,fb_angle,fb_ratio,session_name,seed,epochs
70,0.3017410495340853,0.3330388692579505,4,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[0.5, 1.0]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.4299, 13.4417, 14.5648])","tensor([41.7253, 15.7216, 19.7815])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_70,100364571,50
97,0.1503187837175086,0.1934628975265017,3,"[256, 256]",0.5,0.5,"[2.0, 4.0]","[2.0, 4.0]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.2233,  4.2292,  5.3184])","tensor([50.5455,  6.0857,  7.7379])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_97,100364571,50
26,0.4123344776851397,0.4125441696113074,6,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[0.7, 0.7]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([37.7731, 26.7224, 32.0856])","tensor([41.6785, 28.9894, 33.0612])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_26,100364571,50
58,0.2945071113290828,0.3555653710247349,3,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[2.0, 4.0]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.5385, 10.7293,  9.0478])","tensor([45.0454, 11.2770, 12.0679])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_58,100364571,50
15,0.4412702305051496,0.4191696113074205,5,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[1.5, 1.5]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.0171, 26.0792, 24.7287])","tensor([43.6781, 26.1003, 25.4506])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_15,100364571,50
33,0.4667729279058362,0.4456713780918728,7,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[1.5, 1.5]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.9925, 15.1958, 26.2442])","tensor([38.0944, 16.0445, 26.1656])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_33,100364571,50
60,0.3566699362432565,0.3657243816254417,7,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[0.2, 0.5]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.5181, 12.3464, 25.8086])","tensor([40.1027, 13.3365, 26.0417])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_60,100364571,50
34,0.4385728298185385,0.4297703180212014,5,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[1.5, 1.5]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.7025, 19.7615, 25.9942])","tensor([38.1267, 21.0188, 28.1942])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_34,100364571,50
41,0.4695929377145659,0.4659893992932862,8,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[0.2, 0.5]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([37.8380, 18.5638, 27.1721])","tensor([39.7209, 20.0689, 27.0654])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_41,100364571,50
32,0.5117704757233938,0.4902826855123675,8,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[1.5, 1.5]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.4878, 16.1217, 21.2053])","tensor([38.1935, 17.0641, 20.7462])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_32,100364571,50
1,0.4846738597351643,0.4757067137809187,6,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[0.2, 0.5]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.0870, 23.6287, 28.2166])","tensor([34.8526, 24.1684, 28.6601])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_1,100364571,50
43,0.3721186856302109,0.4156360424028268,4,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[0.2, 0.5]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.4513, 21.6145, 15.2253])","tensor([42.3787, 23.5864, 18.5017])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_43,100364571,50
59,0.2248651299656694,0.269434628975265,2,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[2.0, 4.0]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.0283, 10.9781,  3.3254])","tensor([40.9951, 11.1788,  5.1076])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_59,100364571,50
57,0.3992153016184404,0.4121024734982332,5,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[2.0, 4.0]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.3174,  7.7552, 19.1424])","tensor([41.1380,  7.6484, 19.0750])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_57,100364571,50
71,0.2411721432074546,0.3016784452296819,3,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[0.5, 1.0]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([37.3672, 13.4416,  6.4569])","tensor([39.0842, 15.3625,  9.4246])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_71,100364571,50
8,0.4706964198136341,0.4620141342756184,6,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[0.5, 1.0]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.9693, 20.6115, 22.6683])","tensor([34.0252, 20.8130, 22.1931])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_8,100364571,50
82,0.0782246199117214,0.0940812720848056,7,"[256, 256]",0.5,0.5,"[2.0, 4.0]","[0.2, 0.5]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([54.7163,  3.9527,  0.5401])","tensor([59.2730,  4.3370,  0.9231])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_82,100364571,50
17,0.4155223148602256,0.3909010600706714,5,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[2.0, 4.0]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.7753, 14.9402, 26.9115])","tensor([35.4809, 14.6507, 25.9119])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_17,100364571,50
46,0.3993379107405591,0.4001766784452297,6,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[0.7, 0.7]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.4637, 23.4039, 30.6538])","tensor([45.8437, 25.3999, 31.8460])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_46,100364571,50
44,0.4838155958803335,0.4704063604240283,8,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[0.7, 0.7]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.7376, 18.6480, 21.1857])","tensor([41.9690, 20.3503, 21.2894])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_44,100364571,50
37,0.4350171652770966,0.4328621908127208,6,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[2.0, 4.0]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.7914, 11.3445, 24.6052])","tensor([39.8385, 11.8296, 25.2941])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_37,100364571,50
16,0.4351397743992153,0.4222614840989399,6,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[2.0, 4.0]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.3590, 16.8492, 22.5633])","tensor([35.9627, 16.9133, 21.9951])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_16,100364571,50
3,0.4736390387444826,0.4372791519434629,7,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[0.2, 0.5]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.9175, 32.5566, 30.2744])","tensor([45.2710, 33.6648, 30.9776])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_3,100364571,50
47,0.3654977930358019,0.4054770318021201,4,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[0.7, 0.7]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.7544, 22.5176, 16.7615])","tensor([43.2284, 24.8587, 20.1014])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_47,100364571,50
13,0.4740068661108386,0.4783568904593639,6,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[1.5, 1.5]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.3880, 16.7490, 27.4050])","tensor([35.4017, 16.9503, 27.1414])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_13,100364571,50
4,0.5003678273663561,0.4496466431095406,7,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[0.7, 0.7]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.8104, 22.1848, 21.8929])","tensor([33.3068, 22.5762, 21.0536])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_4,100364571,50
19,0.3791074055909759,0.4156360424028268,3,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[2.0, 4.0]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.5820, 20.9768, 13.3680])","tensor([42.2607, 21.0592, 15.3137])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_19,100364571,50
52,0.3829082883766552,0.4262367491166077,4,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[1.5, 1.5]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([37.4115, 12.0500, 23.1408])","tensor([37.3035, 12.5095, 22.7762])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_52,100364571,50
99,0.0626532614026483,0.0689045936395759,2,"[256, 256]",0.5,0.5,"[2.0, 4.0]","[2.0, 4.0]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.2633,  2.8693,  0.1083])","tensor([44.7167,  5.2329,  0.3029])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_99,100364571,50
56,0.4357528200098087,0.4743816254416961,6,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[2.0, 4.0]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.7785,  8.0960, 20.0748])","tensor([47.7787,  8.6115, 20.9218])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_56,100364571,50
55,0.3277341834232466,0.3803003533568904,3,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[1.5, 1.5]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.3048, 17.7931, 11.1611])","tensor([42.8191, 19.8301, 14.1339])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_55,100364571,50
35,0.4321971554683668,0.4602473498233215,8,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[1.5, 1.5]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.7398, 25.0577, 28.0882])","tensor([42.8415, 26.0643, 28.8714])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_35,100364571,50
27,0.4047327121137812,0.4045936395759717,5,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[0.7, 0.7]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.4200, 26.7981, 26.0994])","tensor([37.3532, 27.8033, 28.3064])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_27,100364571,50
83,0.0532123589995095,0.060512367491166,5,"[256, 256]",0.5,0.5,"[2.0, 4.0]","[0.2, 0.5]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([50.3294,  2.4189,  0.0796])","tensor([55.5378,  3.1577,  0.3231])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_83,100364571,50
38,0.3228298185384993,0.3798586572438162,3,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[2.0, 4.0]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.1004, 14.6202, 13.0780])","tensor([36.8157, 14.9082, 15.9189])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_38,100364571,50
98,0.0566454144188327,0.0803886925795053,2,"[256, 256]",0.5,0.5,"[2.0, 4.0]","[2.0, 4.0]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.5197,  2.5574,  0.0617])","tensor([42.0773,  4.4956,  0.1812])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_98,100364571,50
50,0.3905100539480137,0.3842756183745583,5,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[0.5, 1.0]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.8496, 20.8303, 29.0962])","tensor([42.2220, 22.7756, 32.3074])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_50,100364571,50
62,0.2713339872486513,0.3025618374558304,4,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[0.2, 0.5]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.5060, 11.7687, 10.3197])","tensor([39.2754, 13.6741, 15.4554])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_62,100364571,50
40,0.4752329573320255,0.4602473498233215,8,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[0.2, 0.5]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.2973, 16.6678, 22.2740])","tensor([36.8110, 17.8104, 22.3968])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_40,100364571,50
78,0.1715301618440411,0.2128975265017667,2,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[2.0, 4.0]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.5346,  6.2151,  1.6237])","tensor([39.1113,  7.0973,  3.6998])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_78,100364571,50
72,0.3195193722412947,0.3484982332155477,4,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[1.5, 1.5]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([37.0559,  9.2921, 24.1467])","tensor([38.1414, 10.5408, 26.1775])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_72,100364571,50
96,0.1484796468857283,0.1731448763250883,3,"[256, 256]",0.5,0.5,"[2.0, 4.0]","[2.0, 4.0]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.9768,  3.7984,  5.9435])","tensor([51.2264,  5.6250,  8.8778])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_96,100364571,50
77,0.3278567925453653,0.3798586572438162,5,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[2.0, 4.0]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.6828,  5.5082, 14.5272])","tensor([44.6000,  5.8488, 15.4767])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_77,100364571,50
28,0.4519372241294752,0.4642226148409894,6,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[0.5, 1.0]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.0613, 16.8804, 21.7700])","tensor([32.8195, 17.4027, 22.1388])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_28,100364571,50
54,0.3262628739578224,0.3811837455830388,3,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[1.5, 1.5]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.0988, 15.1382, 15.2018])","tensor([39.1425, 16.3413, 19.2944])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_54,100364571,50
75,0.244114762138303,0.2809187279151943,3,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[1.5, 1.5]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.0898, 14.0140,  7.1086])","tensor([41.3924, 16.4208, 10.2595])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_75,100364571,50
