id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
412,0.669691025012261,0.6643109540636042,46,[256],"('normal', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.25,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.2922,  5.4786])","tensor([28.8545,  5.7822])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_412,100364571,50
103,0.6281265326140265,0.6316254416961131,48,[256],"('positive', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.125,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([32.8403,  5.5356])","tensor([33.8766,  6.1073])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_103,100364571,50
64,0.5489210397253556,0.648851590106007,8,[256],"('normal', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.125,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.8292,  5.6284])","tensor([27.8551,  5.4267])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_64,100364571,50
305,0.6027464443354585,0.6126325088339223,42,[256],"('random', [0, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.25,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.4008,  5.5972])","tensor([29.4594,  5.5287])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_305,100364571,50
254,0.6768023540951447,0.6590106007067138,48,[256],"('random', [-1, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.2120,  5.5987])","tensor([28.7469,  6.1036])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_254,100364571,50
243,0.6652770966159882,0.6859540636042403,38,[256],"('positive', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.125,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.2841,  5.5972])","tensor([27.7434,  6.0810])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_243,100364571,50
217,0.6472535556645415,0.640017667844523,31,[256],"('random', [0, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.8353,  5.6056])","tensor([31.2216,  6.0513])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_217,100364571,50
410,0.6663805787150564,0.6656360424028268,30,[256],"('random', [-1, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.25,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.9065,  5.3750])","tensor([31.5362,  5.5090])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_410,100364571,50
94,0.5676802354095145,0.590547703180212,47,[256],"('random', [-1, 2])",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.25,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([32.2411,  5.5012])","tensor([33.3361,  5.5999])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_94,100364571,50
278,0.635728298185385,0.6528268551236749,30,[256],"('random', [-1, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.125,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.7840,  5.5017])","tensor([24.9325,  5.9601])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_278,100364571,50
230,0.6741049534085336,0.6643109540636042,42,[256],"('random', [-1, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.25,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.1076,  5.6132])","tensor([27.3023,  6.0840])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_230,100364571,50
18,0.6468857282981854,0.6704946996466431,25,[256],"('random', [-1, 2])",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.25,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([32.1353,  5.6336])","tensor([33.0199,  5.7919])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_18,100364571,50
233,0.6490926924963217,0.6784452296819788,34,[256],"('random', [0, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.25,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.9148,  5.6162])","tensor([29.4068,  5.2089])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_233,100364571,50
156,0.7154242275625307,0.7027385159010601,43,[256],"('normal', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",3.0517578125e-05,0,0.25,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.8276,  5.4004])","tensor([35.2741,  5.9039])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_156,100364571,50
405,0.6027464443354585,0.642226148409894,34,[256],"('random', [0, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.5,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.4532,  5.5109])","tensor([28.2796,  4.9869])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_405,100364571,50
3,0.6717753800882785,0.6598939929328622,37,[256],"('positive', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.1786,  5.6599])","tensor([35.9435,  5.8497])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_3,100364571,50
155,0.6375674350171653,0.6439929328621908,48,[256],"('positive', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",3.0517578125e-05,0,0.5,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.5584,  5.5577])","tensor([37.4941,  5.6167])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_155,100364571,50
57,0.6094899460519863,0.6263250883392226,32,[256],"('random', [0, 2])",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.25,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.0557,  5.5231])","tensor([34.5515,  6.0674])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_57,100364571,50
184,0.7023050514958313,0.7049469964664311,42,[256],"('normal', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.5,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.6569,  5.5204])","tensor([36.5645,  6.4780])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_184,100364571,50
151,0.6765571358509073,0.6771201413427562,27,[256],"('positive', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",3.0517578125e-05,0,0.5,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.1511,  5.4017])","tensor([34.8463,  5.7008])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_151,100364571,50
101,0.6104708190289357,0.648851590106007,31,[256],"('random', [0, 2])",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.125,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([31.8766,  5.6542])","tensor([32.7073,  6.0045])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_101,100364571,50
36,0.616233447768514,0.6709363957597173,30,[256],"('normal', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.9061,  5.7803])","tensor([31.1779,  6.4051])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_36,100364571,50
106,0.6527709661598823,0.6612190812720848,48,[256],"('random', [-1, 2])",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.125,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.3694,  5.6611])","tensor([36.6106,  6.0444])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_106,100364571,50
325,0.6470083374203041,0.6934628975265018,48,[256],"('random', [0, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",6.103515625e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([31.1995,  5.3535])","tensor([33.0390,  5.5398])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_325,100364571,50
187,0.6053212358999509,0.6629858657243817,13,[256],"('positive', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.5,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.5597,  5.3822])","tensor([31.0515,  6.3613])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_187,100364571,50
143,0.7075772437469348,0.691696113074205,38,[256],"('positive', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",6.103515625e-05,0,0.125,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.3575,  5.4077])","tensor([37.1161,  5.8692])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_143,100364571,50
67,0.6425944090240314,0.6484098939929329,48,[256],"('positive', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.125,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.6437,  5.7051])","tensor([34.8314,  5.7946])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_67,100364571,50
95,0.6154977930358019,0.6426678445229682,43,[256],"('positive', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.25,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.5441,  5.5054])","tensor([38.2717,  5.5644])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_95,100364571,50
213,0.7010789602746444,0.6665194346289752,34,[256],"('random', [0, 2])",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.125,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.1170,  5.3576])","tensor([34.1037,  5.4367])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_213,100364571,50
343,0.6755762628739578,0.7124558303886925,26,[256],"('positive', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",6.103515625e-05,0,0.25,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.2324,  5.2771])","tensor([32.4820,  5.6311])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_343,100364571,50
246,0.6731240804315841,0.6727031802120141,27,[256],"('random', [-1, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.125,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([24.7346,  5.5259])","tensor([26.0615,  6.0391])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_246,100364571,50
301,0.6227317312408043,0.6678445229681979,34,[256],"('random', [0, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.25,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.7061,  5.6137])","tensor([28.9873,  5.8478])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_301,100364571,50
72,0.6772927905836195,0.659452296819788,32,[256],"('normal', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.0820,  5.7775])","tensor([35.6779,  6.1975])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_72,100364571,50
357,0.6487248651299656,0.6643109540636042,26,[256],"('random', [0, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",6.103515625e-05,0,0.125,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([24.9979,  5.2683])","tensor([26.8195,  5.6189])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_357,100364571,50
328,0.6425944090240314,0.6409010600706714,47,[256],"('normal', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",6.103515625e-05,0,0.5,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.8287,  5.5889])","tensor([31.2096,  6.4429])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_328,100364571,50
144,0.6844041196665032,0.708922261484099,48,[256],"('normal', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",3.0517578125e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.3187,  5.5048])","tensor([36.6793,  5.3498])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_144,100364571,50
124,0.6647866601275135,0.6806537102473498,31,[256],"('normal', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",6.103515625e-05,0,0.25,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.4118,  5.4576])","tensor([35.1402,  5.5135])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_124,100364571,50
268,0.620524767042668,0.6417844522968198,32,[256],"('normal', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.25,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.8611,  5.6451])","tensor([28.4409,  6.1606])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_268,100364571,50
406,0.6273908778813144,0.6364840989399293,34,[256],"('random', [-1, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.5,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([23.3728,  5.4585])","tensor([24.9152,  4.9280])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_406,100364571,50
267,0.6286169691025012,0.6669611307420494,26,[256],"('positive', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.25,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([24.6640,  5.5259])","tensor([26.3013,  5.5832])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_267,100364571,50
376,0.67631191760667,0.6841872791519434,48,[256],"('normal', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",3.0517578125e-05,0,0.25,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.0967,  5.4389])","tensor([30.0555,  5.4137])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_376,100364571,50
399,0.6624570868072585,0.6647526501766784,27,[256],"('positive', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.6195,  5.3410])","tensor([29.3590,  5.3777])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_399,100364571,50
105,0.6387935262383522,0.6545936395759717,38,[256],"('random', [0, 2])",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.125,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.1978,  5.5163])","tensor([33.6756,  5.5517])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_105,100364571,50
244,0.6668710152035311,0.6598939929328622,31,[256],"('normal', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.125,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.2081,  5.5768])","tensor([25.7745,  6.5889])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_244,100364571,50
355,0.6940902403138793,0.6859540636042403,48,[256],"('positive', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",6.103515625e-05,0,0.125,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.4348,  5.3116])","tensor([32.3188,  5.3939])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_355,100364571,50
327,0.6408778813143697,0.6568021201413428,14,[256],"('positive', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",6.103515625e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.2685,  5.2579])","tensor([31.0958,  6.1798])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_327,100364571,50
131,0.6646640510053948,0.7000883392226148,47,[256],"('positive', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",6.103515625e-05,0,0.25,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.7495,  5.5161])","tensor([34.8862,  6.1752])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_131,100364571,50
37,0.637690044139284,0.661660777385159,26,[256],"('random', [0, 2])",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.2019,  5.6622])","tensor([33.9609,  5.6632])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_37,100364571,50
92,0.7051250613045611,0.6559187279151943,38,[256],"('normal', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",1.52587890625e-05,0,0.25,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.2849,  5.4823])","tensor([33.9703,  6.1371])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_92,100364571,50
68,0.6623344776851398,0.627208480565371,20,[256],"('normal', 0)",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.125,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.8786,  5.5728])","tensor([30.2576,  5.9614])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_68,100364571,50
247,0.6336439431093673,0.6638692579505301,27,[256],"('positive', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.125,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.7872,  5.4458])","tensor([27.8943,  5.9274])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_247,100364571,50
182,0.6738597351642962,0.6704946996466431,48,[256],"('random', [-1, 2])",512,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.5,0,500,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.9633,  5.4926])","tensor([35.3857,  5.3797])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_182,100364571,50
404,0.6078960274644434,0.6435512367491166,37,[256],"('normal', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.5,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.5237,  5.5211])","tensor([29.2966,  5.8948])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_404,100364571,50
274,0.6742275625306523,0.6497349823321554,48,[256],"('random', [-1, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",3.0517578125e-05,0,0.25,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.6751,  5.4975])","tensor([31.8124,  6.3541])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_274,100364571,50
236,0.6487248651299656,0.6426678445229682,38,[256],"('normal', 0)",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 1600.0]",6.103515625e-05,0,0.25,0,2000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.8283,  5.5871])","tensor([28.3968,  6.4349])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_236,100364571,50
401,0.629475232957332,0.6409010600706714,27,[256],"('random', [0, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",1.52587890625e-05,0,0.5,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.7366,  5.4479])","tensor([27.7879,  5.9654])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_401,100364571,50
378,0.6587788131436979,0.6956713780918727,27,[256],"('random', [-1, 2])",512,0.5,0.5,"[4000.0, 8000.0]","[1600.0, 4800.0]",3.0517578125e-05,0,0.25,0,1000,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.6276,  5.4043])","tensor([28.2465,  5.7856])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_378,100364571,50
