id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,weight_decay,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
33,0.3464933791074056,0.3948763250883392,45,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.03125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.0262,  5.4309])","tensor([42.8248,  5.2431])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_980342676_exp_id_33,980342676,50
5,0.3396272682687592,0.39840989399293286,48,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.03125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.7589,  5.6469])","tensor([43.0990,  4.9903])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_702546693_exp_id_5,702546693,50
9,0.31866110838646394,0.37323321554770317,42,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.03125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.0929,  5.4935])","tensor([42.7474,  5.3270])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_210342476_exp_id_9,210342476,50
21,0.3466159882295243,0.40591872791519434,35,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.03125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.5831,  5.4928])","tensor([42.3066,  5.7813])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_431267089_exp_id_21,431267089,50
25,0.3294507111329083,0.4019434628975265,40,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.03125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.5895,  5.5285])","tensor([41.9838,  4.7167])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_613427981_exp_id_25,613427981,50
16,0.3457577243746935,0.45273851590106007,36,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.1286,  5.5056])","tensor([43.0361,  4.6576])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_642731685_exp_id_16,642731685,50
37,0.3130210887690044,0.392226148409894,26,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.03125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.5563,  5.5180])","tensor([41.7687,  5.9138])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_416302576_exp_id_37,416302576,50
10,0.3809465424227563,0.43374558303886923,46,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0,0.125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([42.2306,  5.3805])","tensor([42.5312,  5.4222])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_210342476_exp_id_10,210342476,50
0,0.38008827856792543,0.4372791519434629,38,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.8251,  5.4559])","tensor([41.4413,  5.6940])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_100364571_exp_id_0,100364571,50
6,0.37616478666012754,0.4584805653710247,47,[256],"('normal', None)",128,16,16,16,32,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0,0.125,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.6006,  5.5117])","tensor([40.6943,  5.5272])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_702546693_exp_id_6,702546693,50
