id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,weight_decay,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
2,0.43305541932319763,0.5229681978798587,12,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0,0.5,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.6295,  5.5097])","tensor([29.7067,  4.4021])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_2,100364571,50
51,0.43133889161353606,0.5596289752650176,11,[256],"('random', [-1, 2])",128,16,16,12,24,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,2048,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.5476,  5.8423])","tensor([34.0209,  5.7562])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_51,100364571,50
12,0.620892594409024,0.6258833922261484,48,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[24000.0, 48000.0]","[19200.0, 19200.0]",32768.0,0,0.0625,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.6635,  5.8067])","tensor([31.3829,  6.3192])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_12,100364571,50
13,0.5988229524276606,0.6232332155477032,32,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[24000.0, 48000.0]","[19200.0, 19200.0]",32768.0,0,0.0625,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.1901,  5.7036])","tensor([26.4723,  6.5646])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_13,100364571,50
0,0.648234428641491,0.6757950530035336,31,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.6499,  5.6287])","tensor([31.7824,  6.1926])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_0,100364571,50
18,0.4471554683668465,0.5428445229681979,47,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.5998,  5.5649])","tensor([30.6061,  5.0309])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_18,100364571,50
43,0.4437224129475233,0.5715547703180212,38,[256],"('random', [-1, 2])",128,16,16,12,24,0.5,0.5,"[24000.0, 48000.0]","[19200.0, 19200.0]",32768.0,0,0.5,none,2048,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.3892,  5.7526])","tensor([38.6050,  5.6715])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_43,100364571,50
3,0.49276606179499755,0.5454946996466431,39,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0,0.5,none,2048,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([23.5471,  5.4378])","tensor([25.1813,  5.4592])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_3,100364571,50
29,0.5754046101029917,0.590547703180212,36,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",32768.0,0,0.0625,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.0774,  5.4842])","tensor([23.0313,  6.1039])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_29,100364571,50
28,0.5784698381559588,0.5675795053003534,48,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",32768.0,0,0.0625,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.0153,  5.6572])","tensor([26.9375,  6.1114])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_28,100364571,50
26,0.4341589014222658,0.5587455830388692,27,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",32768.0,0,0.5,none,2048,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.1975,  5.4036])","tensor([29.5028,  6.1652])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_26,100364571,50
53,0.6674840608141246,0.6638692579505301,47,[256],"('random', [-1, 2])",128,16,16,12,24,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.0625,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.4278,  5.7350])","tensor([34.4174,  5.9921])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_53,100364571,50
16,0.6161108386463953,0.6289752650176679,29,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.2849,  5.5658])","tensor([30.7511,  5.9638])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_16,100364571,50
23,0.4649337910740559,0.5636042402826855,47,[256],"('random', [-1, 2])",128,16,16,12,20,0.5,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0,0.0625,none,2048,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.3099,  5.5033])","tensor([30.5498,  5.6762])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_23,100364571,50
32,0.7058607160372732,0.6908127208480566,47,[256],"('random', [-1, 2])",128,16,16,12,24,0.5,0.5,"[24000.0, 48000.0]","[19200.0, 19200.0]",0.000244140625,0,0.5,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.3136,  5.9079])","tensor([43.3790,  6.2652])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_32,100364571,50
47,0.5353114271701814,0.5609540636042403,48,[256],"('random', [-1, 2])",128,16,16,12,24,0.5,0.5,"[24000.0, 48000.0]","[19200.0, 19200.0]",32768.0,0,0.0625,none,2048,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.4920,  5.8763])","tensor([29.3269,  6.1735])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_12_100364571_exp_id_47,100364571,50
