id,train_acc,val_acc,best_epoch,Neurons,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,fw_factor,rec_factor,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
44,0.17042667974497303,0.14752650176678445,35,[256],0.5,0.5,"[16000.0, 32000.0]","[250.0, 500.0]",3.814697265625e-06,9.313225746154785e-10,1.0,1.0,0.015625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.6306,  0.2821])","tensor([31.8036,  0.2956])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_44,100364571,50
29,0.14541441883276116,0.19169611307420495,46,[256],0.5,0.5,"[2000.0, 4000.0]","[2000.0, 4000.0]",3.814697265625e-06,9.313225746154785e-10,1.0,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.3441,  0.4897])","tensor([20.3451,  0.7158])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_29,100364571,50
14,0.2253555664541442,0.2053886925795053,40,[256],0.5,0.5,"[2000.0, 4000.0]","[250.0, 500.0]",3.814697265625e-06,2.3283064365386963e-10,1.0,1.0,0.015625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([46.0017,  0.4828])","tensor([34.4084,  0.5057])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_14,100364571,50
41,0.16000490436488474,0.14885159010600707,32,[256],0.5,0.5,"[16000.0, 32000.0]","[250.0, 500.0]",3.814697265625e-06,5.960464477539063e-08,1.0,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.8304,  0.2717])","tensor([20.9104,  0.3078])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_41,100364571,50
47,0.14541441883276116,0.14840989399293286,37,[256],0.5,0.5,"[16000.0, 32000.0]","[250.0, 500.0]",3.814697265625e-06,2.3283064365386963e-10,1.0,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([50.6396,  0.2888])","tensor([30.6937,  0.3381])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_47,100364571,50
28,0.15117704757233938,0.18860424028268552,49,[256],0.5,0.5,"[2000.0, 4000.0]","[2000.0, 4000.0]",3.814697265625e-06,9.313225746154785e-10,1.0,1.0,0.015625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.7930,  0.4955])","tensor([20.8046,  0.6339])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_28,100364571,50
26,0.1460274644433546,0.22393992932862192,32,[256],0.5,0.5,"[2000.0, 4000.0]","[2000.0, 4000.0]",3.814697265625e-06,3.725290298461914e-09,1.0,1.0,0.015625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.5439,  0.4950])","tensor([22.6838,  0.6017])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_26,100364571,50
50,0.11733692986758215,0.17491166077738515,46,[256],0.5,0.5,"[16000.0, 32000.0]","[2000.0, 4000.0]",3.814697265625e-06,3.725290298461914e-09,0.25,1.0,0.015625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.8939,  0.5053])","tensor([21.2919,  0.4401])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_50,100364571,50
25,0.15975968612064737,0.17314487632508835,39,[256],0.5,0.5,"[2000.0, 4000.0]","[2000.0, 4000.0]",3.814697265625e-06,5.960464477539063e-08,1.0,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.5097,  0.5000])","tensor([20.8855,  0.4852])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_25,100364571,50
33,0.14946051986267778,0.1431095406360424,20,[256],0.5,0.5,"[16000.0, 32000.0]","[250.0, 500.0]",3.814697265625e-06,5.960464477539063e-08,0.25,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([31.5421,  0.2780])","tensor([22.9065,  0.2951])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_33,100364571,50
31,0.15448749386954388,0.16342756183745583,48,[256],0.5,0.5,"[2000.0, 4000.0]","[2000.0, 4000.0]",3.814697265625e-06,2.3283064365386963e-10,1.0,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.7918,  0.4970])","tensor([20.5070,  0.4113])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_31,100364571,50
36,0.16257969592937715,0.13736749116607774,22,[256],0.5,0.5,"[16000.0, 32000.0]","[250.0, 500.0]",3.814697265625e-06,9.313225746154785e-10,0.25,1.0,0.015625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([41.9720,  0.2727])","tensor([26.3585,  0.2751])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_36,100364571,50
32,0.16932319764590487,0.1607773851590106,43,[256],0.5,0.5,"[16000.0, 32000.0]","[250.0, 500.0]",3.814697265625e-06,5.960464477539063e-08,0.25,1.0,0.015625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([32.1446,  0.2741])","tensor([22.7699,  0.3072])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_32,100364571,50
7,0.24791564492398235,0.19169611307420495,40,[256],0.5,0.5,"[2000.0, 4000.0]","[250.0, 500.0]",3.814697265625e-06,2.3283064365386963e-10,0.25,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([45.6060,  0.4288])","tensor([35.6760,  0.4307])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_7,100364571,50
22,0.1971554683668465,0.1881625441696113,22,[256],0.5,0.5,"[2000.0, 4000.0]","[2000.0, 4000.0]",3.814697265625e-06,2.3283064365386963e-10,0.25,1.0,0.015625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.0226,  0.4701])","tensor([25.2856,  0.5268])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_22,100364571,50
13,0.22130946542422755,0.21201413427561838,32,[256],0.5,0.5,"[2000.0, 4000.0]","[250.0, 500.0]",3.814697265625e-06,9.313225746154785e-10,1.0,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([44.8271,  0.4713])","tensor([34.5518,  0.4736])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_13,100364571,50
59,0.051128003923491906,0.054328621908127206,46,[256],0.5,0.5,"[16000.0, 32000.0]","[2000.0, 4000.0]",3.814697265625e-06,3.725290298461914e-09,1.0,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([20.1706,  0.2193])","tensor([20.0393,  0.4993])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_59,100364571,50
57,0.13879352623835214,0.16475265017667845,42,[256],0.5,0.5,"[16000.0, 32000.0]","[2000.0, 4000.0]",3.814697265625e-06,5.960464477539063e-08,1.0,1.0,0.00390625,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([20.3991,  0.4874])","tensor([20.4156,  0.6932])","tensor([nan, nan])",128,256,0,0,grid_search_shd_rsnn_int_bad/shd_biograd_rec_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_int_bad_57,100364571,50
