id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
38,0.45181461500735653,0.42314487632508835,49,[256],"('normal', None)",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([24.8610,  5.7533])","tensor([25.3918,  5.3155])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_416302576_exp_id_38,416302576,50
16,0.46419813634134377,0.4840989399293286,43,[256],"('normal', None)",128,16,16,4,16,1.0,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([10.7691,  4.9505])","tensor([11.0481,  5.2446])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_642731685_exp_id_16,642731685,50
39,0.4626042177538009,0.42579505300353354,48,[256],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([24.5192,  5.7423])","tensor([25.0343,  5.5145])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_416302576_exp_id_39,416302576,50
22,0.463339872486513,0.42402826855123676,48,[256],"('normal', None)",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([24.1965,  5.7425])","tensor([24.4915,  5.5639])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_431267089_exp_id_22,431267089,50
21,0.44666503187837175,0.4752650176678445,28,[256],"('random', (-1, 2))",128,16,16,4,16,1.0,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([10.0598,  5.0249])","tensor([10.4390,  4.9622])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_431267089_exp_id_21,431267089,50
15,0.45524767042667974,0.4174028268551237,47,[256],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.2190,  5.7520])","tensor([25.5662,  5.6747])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_712492346_exp_id_15,712492346,50
29,0.4683668464933791,0.5163427561837456,36,[256],"('random', (-1, 2))",128,16,16,4,16,1.0,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([10.7407,  4.9588])","tensor([10.2422,  4.7692])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_301420567_exp_id_29,301420567,50
18,0.46321726336439434,0.43551236749116606,48,[256],"('normal', None)",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([24.0843,  5.7525])","tensor([24.3849,  6.2749])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_642731685_exp_id_18,642731685,50
19,0.4725355566454144,0.4474381625441696,48,[256],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([23.7140,  5.7635])","tensor([23.9847,  5.8760])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_642731685_exp_id_19,642731685,50
34,0.44568415890142227,0.4284452296819788,46,[256],"('normal', None)",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.5267,  5.7296])","tensor([26.2754,  5.4962])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_980342676_exp_id_34,980342676,50
0,0.4670181461500736,0.5295936395759717,40,[256],"('normal', None)",128,16,16,4,16,1.0,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([10.5939,  5.0096])","tensor([10.7388,  4.9495])","tensor([nan, nan])",128,256,0,0,shd_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_0,100364571,50
