id,train_acc,val_acc,best_epoch,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,data_params,train_activations,val_activations,train_activations_fb,fb_angle,fb_ratio,session_name,seed,epochs
2,0.2743992153016184,0.2879858657243816,42,0.5,"[5, 10]","[1000.0, 2000.0]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([13.9785,  0.6385])","tensor([13.0430,  0.6207])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_2,100364571,50
50,0.2517165277096616,0.25530035335689044,27,0.5,"[5, 10]","[250.0, 500.0]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 20, 'split_by': 'time'}","tensor([16.1569,  0.3036])","tensor([15.3138,  0.4042])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_20_time_100364571_exp_shd_int_50,100364571,50
26,0.2378616969102501,0.2791519434628975,44,0.5,"[1000.0, 2000.0]","[16000.0, 32000.0]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([10.8769,  0.5220])","tensor([10.6828,  0.4092])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_26,100364571,50
44,0.32540461010299165,0.3197879858657244,48,0.5,"[16000.0, 32000.0]","[2000.0, 4000.0]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([4.9933, 0.5543])","tensor([4.7610, 0.5403])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_44,100364571,50
76,0.209048553212359,0.25618374558303886,38,0.5,"[1000.0, 2000.0]","[16000.0, 32000.0]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 20, 'split_by': 'time'}","tensor([10.7492,  0.2893])","tensor([10.2415,  0.3056])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_20_time_100364571_exp_shd_int_76,100364571,50
35,0.2763609612555174,0.29063604240282687,45,0.5,"[2000.0, 4000.0]","[2000.0, 4000.0]",-16,-2,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([5.5347, 0.5271])","tensor([5.4424, 0.5753])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_35,100364571,50
43,0.32871505640019616,0.30653710247349825,48,0.5,"[16000.0, 32000.0]","[1000.0, 2000.0]",-16,-2,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([4.5760, 0.5424])","tensor([4.4416, 0.6168])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_43,100364571,50
68,0.16711623344776852,0.2053886925795053,49,0.5,"[250.0, 500.0]","[64000, 128000]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 20, 'split_by': 'time'}","tensor([11.8469,  0.2695])","tensor([11.2274,  0.4026])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_20_time_100364571_exp_shd_int_68,100364571,50
37,0.23344776851397744,0.2663427561837456,47,0.5,"[2000.0, 4000.0]","[16000.0, 32000.0]",-16,-2,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.0294,  0.5017])","tensor([21.8166,  0.5365])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_37,100364571,50
7,0.20463462481608632,0.22968197879858657,41,0.5,"[5, 10]","[16000.0, 32000.0]",-16,-2,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.5917,  0.5041])","tensor([35.1265,  0.3978])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_7,100364571,50
59,0.14835703776360962,0.18153710247349825,46,0.5,"[5, 10]","[64000, 128000]",-16,-2,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 20, 'split_by': 'time'}","tensor([42.4458,  0.2562])","tensor([42.6154,  0.2471])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_20_time_100364571_exp_shd_int_59,100364571,50
41,0.3258950465914664,0.30786219081272087,44,0.5,"[16000.0, 32000.0]","[250.0, 500.0]",-16,-2,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([7.2365, 0.6640])","tensor([7.1428, 0.6664])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_41,100364571,50
72,0.22229033840117704,0.254416961130742,43,0.5,"[1000.0, 2000.0]","[1000.0, 2000.0]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 20, 'split_by': 'time'}","tensor([6.1316, 0.3461])","tensor([5.6148, 0.3490])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_20_time_100364571_exp_shd_int_72,100364571,50
55,0.24019127023050516,0.2698763250883392,43,0.5,"[5, 10]","[2000.0, 4000.0]",-16,-2,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 20, 'split_by': 'time'}","tensor([37.2756,  0.3195])","tensor([34.3685,  0.3338])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_20_time_100364571_exp_shd_int_55,100364571,50
14,0.3192741539970574,0.35114840989399293,43,0.5,"[250.0, 500.0]","[2000.0, 4000.0]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([6.0813, 0.5562])","tensor([5.8654, 0.6571])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_14,100364571,50
13,0.3283472290338401,0.29770318021201414,43,0.5,"[250.0, 500.0]","[1000.0, 2000.0]",-16,-2,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([7.5192, 0.5586])","tensor([7.2862, 0.7213])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_13,100364571,50
24,0.3105689063266307,0.31713780918727913,48,0.5,"[1000.0, 2000.0]","[2000.0, 4000.0]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([4.4514, 0.5555])","tensor([4.2656, 0.5584])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_24,100364571,50
4,0.26679744973025993,0.2667844522968198,45,0.5,"[5, 10]","[2000.0, 4000.0]",-16,0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([14.4257,  0.6032])","tensor([14.9619,  0.5574])","tensor([nan, nan])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_4,100364571,50
