id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,weight_decay,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
0,0.640387444825895,0.661660777385159,36,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,2.0,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.5209,  5.5250])","tensor([29.4187,  5.6794])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_100364571_exp_id_0,100364571,50
4,0.46554683668464936,0.4717314487632509,49,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.015625,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.0783,  5.5905])","tensor([25.9314,  5.6581])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_100364571_exp_id_4,100364571,50
166,0.4361206473761648,0.44125441696113077,46,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.015625,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.3434,  5.6344])","tensor([25.1485,  5.4771])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_416302576_exp_id_166,416302576,50
145,0.5809220205983325,0.6391342756183745,11,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,2.0,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.5175,  5.3156])","tensor([27.8711,  6.4867])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_980342676_exp_id_145,980342676,50
3,0.592815105443845,0.6126325088339223,30,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.125,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.6464,  5.3491])","tensor([23.4071,  5.8429])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_100364571_exp_id_3,100364571,50
21,0.597106424717999,0.6082155477031802,22,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.125,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([23.1930,  5.3437])","tensor([24.5788,  6.0648])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_702546693_exp_id_21,702546693,50
169,0.6385483079941148,0.6104240282685512,29,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0,2.0,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.3689,  5.4343])","tensor([29.4101,  5.5234])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_416302576_exp_id_169,416302576,50
59,0.42226581657675333,0.4704063604240283,37,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.015625,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.3908,  5.2677])","tensor([23.7368,  6.1439])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_712492346_exp_id_59,712492346,50
35,0.40240313879352624,0.44213780918727913,37,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",3.0517578125e-05,0,0.015625,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([21.5440,  5.3827])","tensor([25.3231,  7.3450])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_702546693_exp_id_35,702546693,50
103,0.6032368808239333,0.6121908127208481,18,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",3.0517578125e-05,0,2.0,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.3535,  5.2738])","tensor([29.4479,  5.9634])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_431267089_exp_id_103,431267089,50
