id,train_acc,val_acc,best_epoch,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,data_params,train_activations,val_activations,train_activations_fb,fb_angle,fb_ratio,session_name,seed,epochs
134,0.6647866601275135,0.571113074204947,48,0.5,0.15,"[1.5, 3.0]","[1.0, 1.0]",0.001,0.003,0.0004,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.1751, 31.0007])","tensor([38.6157, 31.5481])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_134,100364571,50
226,0.842447278077489,0.6943462897526502,42,0.5,0.25,"[2.0, 2.0]","[0.7, 1.4]",0.001,0.01,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.0054, 21.5249])","tensor([36.4384, 21.8509])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_226,100364571,50
274,0.7848209906817067,0.6700530035335689,48,0.5,0.5,"[2.0, 4.0]","[1.0, 1.0]",0.001,0.01,0.001,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([37.7106, 26.2382])","tensor([38.4613, 26.9902])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_274,100364571,50
67,0.763241785188818,0.6356007067137809,49,0.5,0.25,"[1.5, 1.5]","[0.7, 1.4]",0.001,0.01,0.001,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.1921, 26.8305])","tensor([38.7785, 27.1062])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_67,100364571,50
179,0.6624570868072585,0.5781802120141343,48,0.5,0.25,"[2.0, 2.0]","[0.5, 1.0]",0.001,0.003,0.0004,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.9790, 31.4285])","tensor([36.4879, 31.5822])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_179,100364571,50
46,0.8586316821971555,0.696113074204947,48,0.5,0.15,"[1.5, 1.5]","[1.0, 1.0]",0.001,0.01,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.4769, 20.7823])","tensor([36.8015, 21.1753])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_46,100364571,50
265,0.8061549779303581,0.6877208480565371,48,0.5,0.15,"[2.0, 4.0]","[0.5, 1.0]",0.001,0.01,0.001,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.6812, 23.9750])","tensor([37.1322, 24.2889])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_265,100364571,50
131,0.7884992643452673,0.6629858657243817,48,0.5,0.15,"[1.5, 3.0]","[1.0, 1.0]",0.001,0.003,0.001,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.3229, 26.1250])","tensor([39.8669, 26.6775])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_131,100364571,50
234,0.8027219225110348,0.6537102473498233,32,0.5,0.15,"[2.0, 2.0]","[0.7, 1.4]",0.001,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.8852, 22.4029])","tensor([37.4354, 23.2633])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_234,100364571,50
242,0.6428396272682687,0.5781802120141343,48,0.5,0.15,"[2.0, 2.0]","[0.7, 1.4]",0.001,0.003,0.0004,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.3495, 32.5312])","tensor([36.9785, 33.0587])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_242,100364571,50
163,0.8711378126532614,0.7075971731448764,48,0.5,0.5,"[2.0, 2.0]","[0.5, 1.0]",0.001,0.01,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.3925, 20.0030])","tensor([35.8631, 20.7720])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_163,100364571,50
206,0.6394065718489456,0.5746466431095406,47,0.5,0.25,"[2.0, 2.0]","[1.0, 1.0]",0.001,0.003,0.0004,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.6461, 32.3127])","tensor([36.4164, 33.1866])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_206,100364571,50
198,0.8457577243746934,0.7000883392226148,48,0.5,0.25,"[2.0, 2.0]","[1.0, 1.0]",0.001,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([37.0783, 19.7963])","tensor([37.5128, 20.5589])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_198,100364571,50
252,0.8142471799901912,0.7040636042402827,32,0.5,0.25,"[2.0, 4.0]","[0.5, 1.0]",0.001,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.3341, 20.9601])","tensor([34.3957, 21.6709])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_252,100364571,50
133,0.6612309955860716,0.5830388692579506,48,0.5,0.15,"[1.5, 3.0]","[1.0, 1.0]",0.001,0.01,0.0004,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.5054, 31.1549])","tensor([39.0193, 32.0567])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_133,100364571,50
105,0.7083128984796468,0.6051236749116607,48,0.5,0.15,"[1.5, 3.0]","[0.5, 1.0]",0.001,0.1,0.0004,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.2889, 30.3360])","tensor([39.5071, 30.5069])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_105,100364571,50
271,0.8754291319274154,0.7111307420494699,48,0.5,0.5,"[2.0, 4.0]","[1.0, 1.0]",0.001,0.01,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.7686, 19.3809])","tensor([36.3200, 19.7532])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_271,100364571,50
209,0.8651299656694458,0.7195229681978799,48,0.5,0.15,"[2.0, 2.0]","[1.0, 1.0]",0.001,0.003,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.7582, 20.6970])","tensor([35.2301, 21.2172])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_209,100364571,50
315,0.8178028445316331,0.6996466431095406,37,0.5,0.15,"[2.0, 4.0]","[0.7, 1.4]",0.001,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.8949, 21.1573])","tensor([37.0723, 21.4457])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_315,100364571,50
227,0.8461255517410495,0.6943462897526502,42,0.5,0.25,"[2.0, 2.0]","[0.7, 1.4]",0.001,0.003,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.4694, 21.3564])","tensor([35.9460, 21.9302])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_vdecay_2/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_vdecay_2_227,100364571,50
