loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,id_count
"('normal', None)",128,16,16,12,24,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.5,none,128,False,0.6999019127023051,0.016530187530318083,0.7050795053003533,0.014330828705889307,10
"('random', [-1, 2])",128,16,16,12,24,0.5,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.5,none,128,False,0.6932687591956841,0.020102416912678927,0.6958480565371025,0.019270193462341958,10
"('random', [-1, 2])",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.5,none,128,False,0.6286047081902894,0.010261869992249895,0.6236749116607774,0.016270305987681154,10
"('normal', None)",128,16,16,12,24,1.0,"[32000.0, 64000.0]","[25600.0, 25600.0]",0.000244140625,0.5,none,128,False,0.6098455125061305,0.018839423479674062,0.6193904593639575,0.01073088260549923,10
