loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,id_count
"('normal', None)",128,16,16,16,32,1.0,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0.0625,none,128,True,0.6616846493379107,0.010254151752888392,0.6192579505300353,0.015392614886554896,10
"('normal', None)",128,16,16,16,32,1.0,"[512000.0, 1024000.0]","[409600.0, 409600.0]",3.0517578125e-05,0.5,none,128,True,0.6617827366356057,0.010347262370615338,0.6185070671378092,0.011697397762569608,10
"('normal', None)",128,16,16,16,32,1.0,"[512000.0, 1024000.0]","[409600.0, 409600.0]",3.0517578125e-05,0.0625,none,128,True,0.6656817067189799,0.017598673481920103,0.6159893992932862,0.01497169572662134,10
"('normal', None)",128,16,16,16,32,1.0,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0.5,none,128,True,0.6639651790093183,0.010614178532447066,0.6147084805653711,0.014224550368583052,10
