id,train_acc,val_acc,test_acc,best_epoch,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,n_filters,kernel_size,reduce_dim,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
32,0.92824,0.9417,0.9364,49,"('random', (-1, 2))",32,16,16,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,0.00048828125,0.03125,none,128,False,"tensor([ 1.0062, 12.3535])","tensor([ 1.0015, 12.3315])","tensor([ 1.0067, 12.4895])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_32,100364571,50
4,0.92488,0.9494,0.9419,42,"('random', (-1, 2))",32,16,16,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,0.00390625,2.0,none,2048,False,"tensor([ 1.1162, 11.5903])","tensor([ 1.1082, 11.4313])","tensor([ 1.1144, 11.5884])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_4,100364571,50
19,0.97664,0.9786,0.9761,19,"('random', (-1, 2))",32,16,16,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,0.00048828125,2.0,none,0,True,"tensor([ 2.5370, 10.7396])","tensor([ 2.4434, 10.8113])","tensor([ 2.4549, 10.9111])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_19,100364571,50
27,0.97424,0.9776,0.974,25,"('random', (-1, 2))",32,16,16,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,0.00048828125,0.25,none,128,True,"tensor([ 3.1503, 10.8982])","tensor([ 3.1343, 10.8402])","tensor([ 3.1514, 10.8427])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_27,100364571,50
76,0.98384,0.9808,0.9782,47,"('random', (-1, 2))",32,16,16,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,0.00048828125,2.0,none,2048,False,"tensor([ 2.7269, 10.5473])","tensor([ 2.7671, 10.2635])","tensor([ 2.7785, 10.2627])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_76,100364571,50
39,0.97946,0.9793,0.9751,47,"('random', (-1, 2))",32,16,16,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,6.103515625e-05,2.0,none,128,True,"tensor([ 3.0300, 10.7106])","tensor([ 2.9812, 10.8225])","tensor([ 3.0001, 10.9111])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_39,100364571,50
61,0.92888,0.9395,0.9363,49,"('random', (-1, 2))",32,16,16,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,0.00390625,0.25,none,0,True,"tensor([ 0.8956, 11.8854])","tensor([ 0.8917, 11.8748])","tensor([ 0.8953, 12.1098])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_61,100364571,50
20,0.97134,0.9747,0.972,17,"('random', (-1, 2))",32,16,16,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,0.00048828125,2.0,none,128,False,"tensor([ 2.5021, 10.7787])","tensor([ 2.4342, 10.6794])","tensor([ 2.4468, 10.7404])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_20,100364571,50
14,0.93888,0.9525,0.9448,41,"('random', (-1, 2))",32,16,16,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,0.00390625,0.03125,none,128,False,"tensor([ 1.3228, 12.0327])","tensor([ 1.2866, 12.2692])","tensor([ 1.2923, 12.4565])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_14,100364571,50
45,0.97878,0.9788,0.9766,44,"('random', (-1, 2))",32,16,16,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,6.103515625e-05,0.25,none,128,True,"tensor([ 4.3008, 10.7993])","tensor([ 4.3578, 10.6937])","tensor([ 4.3932, 10.7087])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_45,100364571,50
