id,train_acc,val_acc,test_acc,best_epoch,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,n_filters,kernel_size,reduce_dim,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
93,0.93932,0.9506,0.9462,1,"('normal', None)",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,3.0517578125e-05,0.0078125,none,2,False,"tensor([ 8.5493, 12.6740])","tensor([ 7.7260, 13.3869])","tensor([ 7.7093, 13.5594])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_431267089_exp_id_93,431267089,50
151,0.93422,0.9483,0.9426,1,"('normal', None)",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,0.000244140625,0.0078125,none,4,False,"tensor([ 8.7788, 12.7012])","tensor([ 7.8588, 13.3481])","tensor([ 7.8387, 13.4963])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_416302576_exp_id_151,416302576,50
140,0.93322,0.95,0.9462,1,"('random', (-1, 2))",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,3.0517578125e-05,0.0078125,none,2,False,"tensor([ 8.7782, 12.8961])","tensor([ 8.1031, 12.7827])","tensor([ 8.0999, 12.8502])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_980342676_exp_id_140,980342676,50
149,0.94062,0.9521,0.9484,2,"('normal', None)",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,0.000244140625,0.0078125,none,2,False,"tensor([ 7.7596, 13.4245])","tensor([ 7.9128, 12.4876])","tensor([ 7.8848, 12.5769])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_416302576_exp_id_149,416302576,50
74,0.968,0.9721,0.9678,49,"('random', (-1, 2))",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,3.0517578125e-05,0.0625,none,4,False,"tensor([ 5.5250, 10.8733])","tensor([ 5.4304, 11.2107])","tensor([ 5.4071, 11.3184])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_642731685_exp_id_74,642731685,50
124,0.93676,0.9461,0.9431,2,"('random', (-1, 2))",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,3.0517578125e-05,0.0078125,none,2,False,"tensor([ 7.8323, 13.6781])","tensor([ 7.6957, 12.4852])","tensor([ 7.6797, 12.5094])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_301420567_exp_id_124,301420567,50
103,0.93838,0.9468,0.9454,2,"('normal', None)",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,0.000244140625,0.0078125,none,4,False,"tensor([ 7.6870, 13.4851])","tensor([ 7.6626, 13.1916])","tensor([ 7.6226, 13.3729])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_613427981_exp_id_103,613427981,50
73,0.9594,0.9694,0.9663,5,"('normal', None)",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,3.0517578125e-05,0.0625,none,2,False,"tensor([ 7.5317, 10.6646])","tensor([ 7.5845, 10.6973])","tensor([ 7.5999, 10.7440])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_642731685_exp_id_73,642731685,50
157,0.94138,0.9511,0.9477,2,"('normal', None)",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,3.0517578125e-05,0.0078125,none,2,False,"tensor([ 7.8300, 13.5156])","tensor([ 8.0294, 12.9933])","tensor([ 8.0014, 13.0911])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_416302576_exp_id_157,416302576,50
119,0.93792,0.9485,0.9449,2,"('normal', None)",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,0.000244140625,0.0078125,none,4,False,"tensor([ 8.2515, 13.2893])","tensor([ 8.0162, 12.4667])","tensor([ 7.9969, 12.5544])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_301420567_exp_id_119,301420567,50
110,0.93122,0.9451,0.9424,4,"('random', (-1, 2))",32,8,8,8,16,0.5,"[250.0, 500.0]","[250.0, 500.0]",32,5,True,3.0517578125e-05,0.0078125,none,4,False,"tensor([ 7.9165, 14.8877])","tensor([ 7.9246, 12.5788])","tensor([ 7.9215, 12.3096])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_8_transposed_loss_direct_613427981_exp_id_110,613427981,50
