id,train_acc,val_acc,test_acc,best_epoch,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,n_filters,kernel_size,reduce_dim,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
7,0.98522,0.982,0.9789,48,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 4.2238, 10.5734])","tensor([ 4.3006, 10.4639])","tensor([ 4.3122, 10.4768])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_301420567_exp_id_7,301420567,50
8,0.98538,0.9813,0.979,44,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 4.8470, 10.5655])","tensor([ 4.8397, 10.5562])","tensor([ 4.8686, 10.5675])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_980342676_exp_id_8,980342676,50
1,0.98242,0.9806,0.9792,36,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 4.1475, 10.6243])","tensor([ 4.2336, 10.5877])","tensor([ 4.2679, 10.6558])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_702546693_exp_id_1,702546693,50
2,0.98226,0.9816,0.9777,37,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 3.4762, 10.6627])","tensor([ 3.5080, 10.6644])","tensor([ 3.5329, 10.7101])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_210342476_exp_id_2,210342476,50
9,0.98308,0.9803,0.9786,47,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 3.6036, 10.6365])","tensor([ 3.5690, 10.7031])","tensor([ 3.5878, 10.7440])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_416302576_exp_id_9,416302576,50
0,0.98224,0.9809,0.9798,23,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 4.2463, 10.6465])","tensor([ 4.3036, 10.5646])","tensor([ 4.3309, 10.5879])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_100364571_exp_id_0,100364571,50
4,0.98524,0.9821,0.9803,42,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 4.8347, 10.5772])","tensor([ 4.7413, 10.7553])","tensor([ 4.7730, 10.7411])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_642731685_exp_id_4,642731685,50
6,0.98068,0.9799,0.9773,39,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 3.2471, 10.6832])","tensor([ 3.1422, 10.7707])","tensor([ 3.1599, 10.7561])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_613427981_exp_id_6,613427981,50
5,0.97888,0.9791,0.9758,31,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 3.2945, 10.7342])","tensor([ 3.2634, 10.6341])","tensor([ 3.2834, 10.6661])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_431267089_exp_id_5,431267089,50
3,0.98834,0.9833,0.9821,48,"('normal', None)",32,16,16,16,32,0.5,"[64000.0, 128000.0]","[64000.0, 128000.0]",32,5,True,0.0009765625,0.25,none,2048,False,"tensor([ 5.5495, 10.5018])","tensor([ 5.6126, 10.4724])","tensor([ 5.6235, 10.4668])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_16_16_16_transposed_loss_direct_712492346_exp_id_3,712492346,50
