id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
29,0.9844,0.9699,40,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 1.0]","[4.0, 6.0]",0.003,0,0.01,none,0,1.0,1.0,0,"tensor([26.7987, 15.0857])","tensor([26.6879, 14.9476])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_29,100364571,50
51,0.97562,0.9651,43,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.3, 0.6]","[1.0, 1.0]",0.01,0,0.01,none,0,1.0,1.0,0,"tensor([17.5289, 18.8731])","tensor([17.5164, 19.0902])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_51,100364571,50
58,0.98654,0.9697,46,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.3, 0.6]","[2.0, 4.0]",0.01,0,0.003,none,0,1.0,1.0,0,"tensor([35.3228, 12.9683])","tensor([35.2050, 12.8220])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_58,100364571,50
43,0.98366,0.9708,31,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[2.0, 4.0]",0.01,0,0.01,none,0,1.0,1.0,0,"tensor([24.6679, 14.6742])","tensor([24.4963, 14.8058])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_43,100364571,50
37,0.97596,0.9643,49,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[1.0, 2.0]",0.003,0,0.01,none,0,1.0,1.0,0,"tensor([22.4861, 19.5905])","tensor([22.5733, 19.3697])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_37,100364571,50
53,0.96528,0.9583,46,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.3, 0.6]","[1.0, 2.0]",0.003,0,0.01,none,0,1.0,1.0,0,"tensor([20.5373, 22.0294])","tensor([20.5636, 22.1397])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_53,100364571,50
48,0.97412,0.9652,47,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.3, 0.6]","[1.0, 1.0]",0.003,0,0.003,none,0,1.0,1.0,0,"tensor([28.6593, 17.8276])","tensor([28.6945, 17.9925])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_48,100364571,50
46,0.98236,0.9673,33,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[4.0, 6.0]",0.01,0,0.003,none,0,1.0,1.0,0,"tensor([41.6118, 11.2897])","tensor([41.5512, 11.2037])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_46,100364571,50
5,0.97524,0.9658,48,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.6, 1.2]","[1.0, 2.0]",0.003,0,0.01,none,0,1.0,1.0,0,"tensor([21.1438, 20.6664])","tensor([21.0932, 20.5422])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_5,100364571,50
39,0.98374,0.9672,46,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[1.0, 2.0]",0.01,0,0.01,none,0,1.0,1.0,0,"tensor([22.8528, 18.5832])","tensor([22.9602, 18.4925])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_39,100364571,50
