id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
14,0.97902,0.9696,46,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[4.0, 6.0]",0.003,0,0.003,none,0.001,1.0,1.0,0,"tensor([38.2927, 12.4470])","tensor([38.1279, 12.6303])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_14,100364571,50
0,0.97554,0.9657,46,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[2.0, 4.0]",0.003,0,0.003,none,0.0,1.0,1.0,0,"tensor([32.0429, 13.2621])","tensor([32.0128, 13.5843])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_0,100364571,50
15,0.97896,0.9687,35,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[4.0, 6.0]",0.003,0,0.03,none,0.0,1.0,1.0,0,"tensor([22.0429, 19.8565])","tensor([22.1010, 19.9089])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_15,100364571,50
2,0.97554,0.9657,46,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[2.0, 4.0]",0.003,0,0.003,none,0.001,1.0,1.0,0,"tensor([32.0429, 13.2621])","tensor([32.0128, 13.5843])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_2,100364571,50
20,0.98868,0.9697,37,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[4.0, 6.0]",0.03,0,0.003,none,0.001,1.0,1.0,0,"tensor([44.1514, 12.4889])","tensor([44.1046, 12.4586])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_20,100364571,50
18,0.98868,0.9697,37,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[4.0, 6.0]",0.03,0,0.003,none,0.0,1.0,1.0,0,"tensor([44.1514, 12.4889])","tensor([44.1046, 12.4586])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_18,100364571,50
19,0.98868,0.9697,37,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[4.0, 6.0]",0.03,0,0.003,none,0.01,1.0,1.0,0,"tensor([44.1514, 12.4889])","tensor([44.1046, 12.4586])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_19,100364571,50
16,0.97896,0.9687,35,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[4.0, 6.0]",0.003,0,0.03,none,0.01,1.0,1.0,0,"tensor([22.0429, 19.8565])","tensor([22.1010, 19.9089])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_16,100364571,50
6,0.99058,0.97,40,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[2.0, 4.0]",0.03,0,0.003,none,0.0,1.0,1.0,0,"tensor([35.4434, 12.9330])","tensor([35.2901, 12.6881])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_6,100364571,50
3,0.9828,0.9703,49,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[2.0, 4.0]",0.003,0,0.03,none,0.0,1.0,1.0,0,"tensor([20.6787, 17.1695])","tensor([20.7083, 17.2038])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_3,100364571,50
