id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
95,0.2708,0.4453,29,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.814697265625e-06,0.5,decay,2048,False,"tensor([19.6018,  3.6908])","tensor([19.5422,  1.1029])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_95,100364571,50
92,0.2708,0.4453,29,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.814697265625e-06,0.5,none,2048,False,"tensor([19.6018,  3.6908])","tensor([19.5422,  1.1029])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_92,100364571,50
74,0.46904,0.7044,12,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.0517578125e-05,0.5,none,2048,False,"tensor([18.5620,  3.7247])","tensor([18.4878,  2.4352])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_74,100364571,50
62,0.35552,0.541,27,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",0.000244140625,0.5,cosine,2048,False,"tensor([15.7916,  1.9246])","tensor([16.2934,  2.3321])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_62,100364571,50
5,0.09978,0.0991,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",0.000244140625,0.5,decay,2048,False,"tensor([16.0000,  0.0256])","tensor([16.,  0.])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_5,100364571,50
1,0.91068,0.9296,1,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",0.000244140625,0.5,none,2,False,"tensor([49.6229,  5.1296])","tensor([51.9173,  5.0206])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_1,100364571,50
22,0.74106,0.7769,1,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.5,decay,2,False,"tensor([90.5777,  5.3181])","tensor([91.8261,  5.6904])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_22,100364571,50
12,0.52964,0.7358,15,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",0.000244140625,0.0625,decay,0,False,"tensor([9.0534, 3.1038])","tensor([9.0155, 2.5143])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_12,100364571,50
65,0.39,0.5549,21,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",0.000244140625,0.0625,none,2048,False,"tensor([15.7522,  1.8228])","tensor([15.7062,  1.3916])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_65,100364571,50
78,0.46904,0.7044,12,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.0517578125e-05,0.5,cosine,0,False,"tensor([18.5620,  3.7247])","tensor([18.4878,  2.4352])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_78,100364571,50
