id,train_acc,val_acc,test_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
32,0.9485,0.9597,0.9545,43,[100],"('normal', None)",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"tensor([26.0008,  4.9772])","tensor([25.1466,  4.9667])","tensor([25.1064,  4.9773])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_980342676_exp_id_32,980342676,50
29,0.9487,0.9585,0.9539,45,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"tensor([26.0312,  4.9839])","tensor([25.9267,  4.7826])","tensor([25.8370,  4.7892])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_301420567_exp_id_29,301420567,50
35,0.90436,0.9471,0.9408,45,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,True,"tensor([20.8361,  4.9066])","tensor([21.3059,  4.5829])","tensor([21.0654,  4.5970])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_980342676_exp_id_35,980342676,50
26,0.90634,0.947,0.9427,47,[100],"('normal', None)",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,True,"tensor([20.7805,  4.9107])","tensor([21.5016,  4.9930])","tensor([21.2829,  5.0074])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_613427981_exp_id_26,613427981,50
12,0.94516,0.9576,0.9531,45,[100],"('normal', None)",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"tensor([26.4263,  4.9960])","tensor([26.0580,  5.2208])","tensor([25.9184,  5.2463])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_712492346_exp_id_12,712492346,50
9,0.94874,0.9593,0.9555,44,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"tensor([26.1565,  4.9855])","tensor([25.9120,  5.0732])","tensor([25.7010,  5.0862])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_210342476_exp_id_9,210342476,50
11,0.90224,0.9463,0.9411,44,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,True,"tensor([21.1733,  4.9026])","tensor([22.8947,  4.6333])","tensor([22.5683,  4.6556])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_210342476_exp_id_11,210342476,50
36,0.9457,0.9559,0.9543,38,[100],"('normal', None)",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"tensor([25.6657,  4.9755])","tensor([25.6121,  4.8314])","tensor([25.3334,  4.8434])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_416302576_exp_id_36,416302576,50
17,0.94664,0.9569,0.9532,41,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"tensor([27.0556,  4.9843])","tensor([26.5152,  4.9665])","tensor([26.2380,  4.9710])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_642731685_exp_id_17,642731685,50
15,0.89728,0.944,0.9379,32,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.0, 62.0]","[125.0, 250.0]",0.000244140625,0.5,none,0,True,"tensor([20.5444,  4.9336])","tensor([20.4370,  5.1962])","tensor([20.2377,  5.2225])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_712492346_exp_id_15,712492346,50
