id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
62,0.93318,0.9453,49,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",0.000244140625,0.5,cosine,2048,False,"tensor([38.2896,  5.0491])","tensor([38.1086,  4.8008])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_62,100364571,50
37,0.73988,0.7706,15,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.814697265625e-06,0.5,none,2,False,"tensor([46.5118,  4.9011])","tensor([48.6856,  5.1020])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_37,100364571,50
105,0.78542,0.8272,19,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.814697265625e-06,0.0625,cosine,0,False,"tensor([40.1393,  4.9235])","tensor([41.7617,  4.6065])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_105,100364571,50
49,0.74226,0.766,15,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.814697265625e-06,0.0625,decay,2,False,"tensor([47.1823,  4.9581])","tensor([49.5817,  5.1237])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_49,100364571,50
89,0.86094,0.8883,21,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.0517578125e-05,0.0625,cosine,2048,False,"tensor([38.8284,  5.0007])","tensor([39.6621,  4.5717])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_89,100364571,50
96,0.5645,0.7939,20,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.814697265625e-06,0.5,cosine,0,False,"tensor([36.2771,  4.4147])","tensor([36.6084,  4.5823])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_96,100364571,50
71,0.93926,0.9458,47,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",0.000244140625,0.0625,cosine,2048,False,"tensor([42.7976,  5.0118])","tensor([42.9094,  4.7978])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_71,100364571,50
34,0.86154,0.8796,48,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.0625,cosine,2,False,"tensor([76.4008,  5.0556])","tensor([76.2490,  5.2272])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_34,100364571,50
101,0.78354,0.8191,19,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.814697265625e-06,0.0625,none,2048,False,"tensor([41.4195,  4.9677])","tensor([43.0249,  4.9237])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_101,100364571,50
10,0.91806,0.9287,47,[100],"('random', (-1, 2))",128,16,16,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",0.000244140625,0.0625,none,2,False,"tensor([42.3498,  4.9953])","tensor([42.2871,  5.0835])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_4_transposed_loss_direct_100364571_exp_id_10,100364571,50
