loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,id_count
"('normal', None)",128,8,8,4,16,0.5,"[62.0, 125.0]","[250.0, 500.0]",0.000244140625,0.0625,none,2,False,0.9323600000000001,0.001943719229838606,0.9456300000000001,0.0025108874039978905,0.94248,0.002752291974175546,10
"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.0, 125.0]","[250.0, 500.0]",0.000244140625,0.0625,none,2,False,0.9317360000000001,0.002248432540435411,0.9446,0.001021980647783698,0.94025,0.0029432597197287906,10
"('normal', None)",128,8,8,4,16,0.5,"[62.0, 125.0]","[250.0, 500.0]",0.000244140625,0.0625,none,2,True,0.6995560000000001,0.015621008076732237,0.81713,0.019555962432635896,0.8054500000000001,0.020349788423688554,10
"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.0, 125.0]","[250.0, 500.0]",0.000244140625,0.0625,none,2,True,0.709908,0.016521149273986145,0.8093199999999999,0.016634956500627737,0.79616,0.0200726015586753,10
