loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,id_count
"('normal', None)",128,16,16,8,16,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,0.5,none,2048,True,0.984826,0.0005944969862553346,0.97637,0.0004295992965026225,0.9754099999999999,0.0005566766466171433,10
"('normal', None)",128,16,16,8,16,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,0.5,none,2048,False,0.987434,0.000803716367881085,0.97678,0.0008804039476916805,0.97513,0.0011065963833103614,10
"('normal', None)",128,16,16,8,16,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.0009765625,0.5,none,2048,True,0.9908060000000001,0.0006098487972895925,0.97728,0.0008283853102404743,0.97507,0.001278931845981879,10
"('normal', None)",128,16,16,8,16,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.0009765625,0.5,none,2048,False,0.99153,0.0010746472289391703,0.9769500000000001,0.0006603870918719553,0.9746499999999999,0.0014245857097572058,10
"('positive', None)",128,16,16,8,16,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.0009765625,0.5,none,2048,True,0.9609019999999999,0.002301061590754192,0.9607699999999999,0.000983248583918502,0.9560000000000001,0.001210142324044728,10
"('positive', None)",128,16,16,8,16,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.0009765625,0.5,none,2048,False,0.963012,0.0014252391612170374,0.96082,0.0007360555534589743,0.9559599999999999,0.0011974046007000902,10
"('positive', None)",128,16,16,8,16,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,0.5,none,2048,False,0.962946,0.001398000158957217,0.96031,0.0009182713227702546,0.95569,0.0012749291919335688,10
"('positive', None)",128,16,16,8,16,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,0.5,none,2048,True,0.9605520000000001,0.002256353006266706,0.96011,0.0009893319856235242,0.9554600000000001,0.001448524153137325,10
